x1,x2,y
0.168521698,-1.045051987,-1
-0.462784432,-0.040149512,1
0.704656203,-0.103759613,-1
-0.922824881,-0.260023364,-1
-0.122996231,-1.84300416,-1
-1.312799671,0.577324061,-1
-0.52324215,0.862268801,1
0.90162109,-0.593333115,-1
-0.055403583,1.786226995,1
-1.744790133,0.972426029,1
1.13818492,-1.796856319,-1
-0.326713457,1.921459123,1
1.924072339,-1.12871019,-1
-0.868464177,-1.855215992,-1
1.391528598,-0.957184538,-1
-1.671043077,0.881663144,1
1.545835002,-1.008423275,-1
-0.112277077,-1.060336834,-1
-1.563596146,-1.915952628,-1
-0.666888062,-0.941517489,-1
1.349666277,0.767206478,1
-0.892600633,-1.861322436,-1
0.348140566,-1.748855482,-1
1.346929079,-0.409175633,1
-1.715383904,-0.0398863,-1
0.811114973,0.52419499,-1
0.795298149,0.893617249,1
-0.144150476,-1.69293683,-1
-0.252275558,-0.314215678,1
0.248707151,1.894906743,1
1.713932905,1.255223134,1
-1.078134343,-1.104929108,-1
-1.112744982,-0.041030777,-1
-0.319136427,-1.954639228,-1
-0.665916777,-0.965590812,-1
1.459230201,-0.181604913,1
-1.291221857,0.963906753,1
-0.026725085,1.962640047,1
-0.281146533,-0.671180216,1
0.257055372,1.779165622,1
0.624649262,1.84741368,1
1.914216251,1.597109999,1
-1.071355406,-0.02913666,-1
-1.036753615,1.139741912,1
1.187344336,1.212476188,1
1.32668686,0.711070495,1
-1.545969174,0.325110314,-1
1.853248065,-0.677327651,-1
-1.410708401,-1.994741374,-1
-1.425492229,-1.736792143,-1
1.700919741,-1.656192331,-1
0.02814241,-1.947561133,-1
-1.380595932,-0.657017503,-1
-0.606791792,-1.522942734,-1
0.639284103,0.374381782,-1
-0.752910502,-1.850749297,-1
-0.593706363,-1.961712833,-1
-1.408617172,-1.353615496,-1
0.635510436,1.327595953,1
-1.259720142,1.067371017,1
1.817512548,-0.908878734,-1
1.591393968,-1.247346804,-1
1.774788218,-1.096952661,-1
0.894763005,-1.75211853,-1
-0.518571736,-1.760399036,-1
1.124070161,-1.407376518,-1
-1.955401965,-1.708048456,-1
1.761234849,-1.828456433,-1
1.974996905,0.089845089,1
-0.570377019,1.156925958,1
0.990540254,0.779013393,1
1.171636095,-1.733695811,-1
0.823436026,-1.928169014,-1
-0.096699845,-0.231366307,1
-0.021381896,-1.369591667,-1
-0.767790205,0.875440463,1
0.780048985,0.81576733,1
1.291173222,1.54090522,1
-0.261129437,-0.698955939,1
0.058930611,1.883526267,1
0.652043871,1.939281065,1
-1.427333654,-1.843261129,-1
-0.622050425,1.574285152,1
-0.376945671,1.289596605,1
-1.658755977,0.896978771,1
1.730287713,-0.844319449,-1
1.353536267,0.007794418,1
1.517733185,-0.286611995,1
1.742849871,0.440064064,1
-1.710157466,1.704452696,1
-0.484962238,-1.039506969,-1
0.151459691,-0.912472664,-1
-1.579799445,0.940014586,-1
1.206750822,1.006183492,1
0.958566983,1.722367683,1
-1.791403946,-0.149078901,-1
-0.071321707,1.442764707,1
1.682071363,-0.751854322,1
-1.833886284,-1.167843946,-1
-0.824032804,1.683309869,1
0.003401949,-1.789052463,-1
0.43899574,-0.355378276,-1
-0.943003802,-0.174635139,1
-0.307605562,-0.33655901,1
-0.533745535,0.681413807,1
1.77002129,1.02761632,1
-1.505105739,1.646605258,1
-1.719869283,1.279808343,1
1.857268152,-1.62540059,-1
-0.229959567,-1.288375675,-1
-0.518910479,0.568858321,1
-1.319025679,1.497131975,1
-1.783238282,0.369253402,-1
0.631312277,-0.950271231,-1
0.312647667,1.535009056,1
1.948407056,-1.249242615,-1
0.415169606,-0.044532071,-1
-1.740200325,-1.960718052,-1
-1.351563673,-0.558263827,-1
-0.098408318,-0.231353236,1
-1.992268661,-1.497083114,-1
-0.234163428,0.497458191,1
-0.956281051,-0.790274673,-1
1.753654982,-1.041451087,-1
0.863333135,-0.565480946,-1
-1.347658087,1.57164165,1
-0.095247926,1.96250906,1
0.761026892,0.92968479,1
-0.156419282,1.971152353,1
1.820586953,0.159157448,1
0.85016049,-0.264792953,-1
-0.411408267,1.858694697,1
-1.529117552,-1.406721427,-1
-1.039534908,-1.734027777,-1
1.454522266,-1.902994048,-1
-0.256094393,0.449692967,1
-0.008527792,0.786434992,1
0.767710689,1.204567549,1
1.041253127,-1.449078864,-1
-1.378395109,-1.360860709,-1
1.397828372,1.955334372,1
1.787271276,-0.405417218,1
0.353676762,-1.248352735,-1
0.009003261,-0.089087036,-1
-1.240880329,0.176936091,-1
-1.992652567,-0.687368077,-1
1.510312249,1.999722375,1
-1.463554649,0.111127344,-1
-1.909035103,-1.465061967,-1
1.756546824,-0.245839729,1
-0.828205109,0.483175759,1
-1.342693702,-1.188350352,-1
-0.403589777,-1.463320909,-1
-0.161698352,1.107335992,1
-0.263876606,0.543799395,1
0.068039306,-0.871454814,-1
1.384983011,-1.234962176,-1
-1.779342854,-0.93785312,-1
